t1,250397.087,3593198.097,133.327
Pt2,250389.920,3593200.004,133.531
Pt3,250383.102,3593181.166,133.404
Pt4,250374.737,3593183.089,133.444
Pt5,250369.599,3593174.341,133.572
Pt6,250374.807,3593171.427,133.648
Pt7,250383.921,3593180.467,133.243
Pt8,250396.824,3593193.265,133.517
Pt9,250394.562,3593195.288,133.503
